auto,wage,number,id,job_name
0.033,44160,102400,110,Substance Abuse and Behavioral Disorder Counselors
0.035,139880,792500,111,Lawyers
0.035,38900,12500,112,Craft Artists
0.035,84340,114000,113,Operations Research Analysts
0.035,145740,367600,114,Computer and Information Systems Managers
0.037,70880,39700,115,Commercial and Industrial Designers
0.037,89970,21300,116,Biomedical Engineers
0.037,52020,116700,117,"Meeting, Convention, and Event Planners"
0.038,100560,79600,118,Veterinarians
0.038,71920,131200,119,Writers and Authors
0.039,117810,31300,120,Advertising and Promotions Managers
0.039,112250,7300,121,Political Scientists
0.04,49480,38300,122,Credit Counselors
0.04,80860,42100,123,"Social Scientists and Related Workers, All Other"
0.041,110380,2000,124,Astronomers
0.041,74120,10100,125,Ship Engineers
0.042,104300,831300,126,"Software Developers, Applications"
0.042,57410,28000,127,"Fine Artists, Including Painters, Sculptors, and Illustrators"
0.043,35870,66100,128,Psychiatric Technicians
0.045,68820,24700,129,Landscape Architects
0.045,57900,61000,130,Health Educators
0.047,105600,3100,131,Mathematicians
0.047,27610,55000,132,Floral Designers
0.047,75790,1028700,133,"Farmers, Ranchers, and Other Agricultural Managers"
0.048,44300,1700,134,Forest Fire Inspectors and Prevention Specialists
0.049,36110,248000,135,Emergency Medical Technicians and Paramedics
0.055,66080,127400,136,Editors
0.055,168140,900,137,Prosthodontists
0.057,35930,3600,138,Travel Guides
0.058,44840,724500,139,Licensed Practical and Licensed Vocational Nurses
0.059,86840,3500,140,Sociologists
0.06,72730,7800,141,"Arbitrators, Mediators, and Conciliators"
0.061,72890,6100,142,Animal Scientists
0.064,27690,118800,143,Residential Advisors
0.066,51900,7600,144,Aircraft Cargo Handling Supervisors
0.066,60640,130200,145,Respiratory Therapists
0.067,78200,5700,146,Broadcast News Analysts
0.069,139720,580400,147,Financial Managers
0.07,105950,17700,148,Nuclear Engineers
0.071,99510,403800,149,Construction Managers
0.074,61862,172400,150,Musicians and Singers
0.075,85830,405200,151,First-Line Supervisors of Non-Retail Sales Workers
0.076,39830,276100,152,First-Line Supervisors of Personal Service Workers
0.077,71270,17000,153,Food Scientists and Technologists
0.08,70250,288300,154,Compliance Officers
0.08,54760,7000,155,Fish and Game Wardens
0.082,52290,266300,156,Graphic Designers
0.083,56010,308700,157,Food Service Managers
0.084,22930,1216600,158,Childcare Workers
0.085,42780,299200,159,Fitness Trainers and Aerobics Instructors
0.091,79690,4500,160,Gaming Managers
0.097,67160,120900,161,Electrical Power-Line Installers and Repairers
0.098,62760,684200,162,Police and Sheriff's Patrol Officers
0.099,39900,81700,163,Travel Agents
0.1,47390,146500,164,Chefs and Head Cooks
0.1,34580,54900,165,Animal Trainers
0.1,48170,41300,166,Radio and Television Announcers
0.1,98620,188300,167,Electrical Engineers
0.1,80820,88300,168,Chemists
0.1,50520,10800,169,Respiratory Therapy Technicians
0.1,121770,17900,170,Physicists
0.11,29590,617300,171,"Hairdressers, Hairstylists, and Cosmetologists"
0.11,49770,44700,172,Reporters and Correspondents
0.11,118200,24900,173,Air Traffic Controllers
0.13,32739,13500,174,Dancers
0.13,75960,20100,175,Nuclear Medicine Technologists
0.13,110590,425000,176,"Software Developers, Systems Software"
0.13,91910,806400,177,Management Analysts
0.13,29360,33400,178,Dietetic Technicians
0.13,73060,36000,179,Urban and Regional Planners
0.13,34120,389800,180,Social and Human Service Assistants
0.13,43150,354200,181,Self-Enrichment Education Teachers
0.13,65240,17000,182,Sound Engineering Technicians
0.14,117580,40200,183,Optometrists
0.14,103010,7300,184,"Mining and Geological Engineers, Including Mining Safety Engineers"
0.14,102090,106200,185,Physician Assistants
0.15,55460,154400,186,"Kindergarten Teachers, Except Special Education"
0.15,56650,666900,187,Electricians
0.16,147030,33700,188,Petroleum Engineers
0.16,44380,14600,189,Desktop Publishers
0.16,122090,2263100,190,General and Operations Managers
0.17,72480,83700,191,Occupational Health and Safety Specialists
0.17,50520,327300,192,Firefighters
0.17,88940,52500,193,Financial Examiners
0.17,68040,602500,194,First-Line Supervisors of Construction Trades and Extraction Workers
0.17,59800,630300,195,"Middle School Teachers, Except Special and Career/Technical Education"
0.18,66540,259600,196,Public Relations Specialists
0.18,53990,4100,197,Commercial Divers
0.18,31030,4300,198,Manufactured Building and Mobile Home Installers
0.18,152770,84000,199,"Airline Pilots, Copilots, and Flight Engineers"
0.19,55140,68200,200,Adult Basic and Secondary Education and Literacy Teachers and Instructors
0.2,77720,6100,201,Epidemiologists
0.21,114120,23600,202,Actuaries
0.21,36600,13400,203,Animal Control Workers
0.21,31440,32500,204,Concierges
0.22,85160,37200,205,Statisticians
0.22,118700,73600,206,Computer Hardware Engineers
0.23,59950,14600,207,Survey Researchers
0.23,74870,1023900,208,"Business Operations Specialists, All Other"
0.23,97640,296100,209,Financial Analysts
0.23,57100,55000,210,Cardiovascular Technologists and Technicians
0.24,86560,19100,211,"Agents and Business Managers of Artists, Performers, and Athletes"
0.24,64050,76800,212,"Engineering Technicians, Except Drafters, All Other"
0.25,74090,1500,213,Geographers
0.25,52520,18100,214,Occupational Health and Safety Technicians
0.25,55380,91300,215,Probation Officers and Correctional Treatment Specialists
0.25,52500,17000,216,Environmental Engineering Technicians
0.25,112150,992100,217,"Managers, All Other"
0.25,25600,17300,218,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
0.25,92910,343600,219,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
0.26,60350,12700,220,"Career/Technical Education Teachers, Middle School"
0.27,81520,38800,221,"Captains, Mates, and Pilots of Water Vessels"
0.27,31840,7500,222,Occupational Therapy Aides
0.27,50910,47100,223,Medical Equipment Repairers
0.28,43910,1532400,224,First-Line Supervisors of Retail Sales Workers
0.28,83730,11800,225,Athletes and Sports Competitors
0.28,50810,38500,226,Gaming Supervisors
0.29,35160,61300,227,Skincare Specialists
0.29,60040,123300,228,"Wholesale and Retail Buyers, Except Farm Products"
0.3,46130,82100,229,Biological Technicians
0.3,32850,634400,230,Medical Assistants
0.3,64890,19400,231,Zoologists and Wildlife Biologists
0.3,42220,25000,232,"Cooks, Private Household"
0.31,53530,41400,233,Private Detectives and Investigators
0.31,82190,34200,234,Film and Video Editors
0.33,76230,135900,235,"Financial Specialists, All Other"
0.34,81490,110900,236,Detectives and Criminal Investigators
0.34,46800,107700,237,Surgical Technologists
0.34,84980,19100,238,Radiation Therapists
0.35,56030,480600,239,"Plumbers, Pipefitters, and Steamfitters"
0.35,51620,116600,240,Flight Attendants
0.35,71750,67300,241,Diagnostic Medical Sonographers
0.36,45740,18600,242,Bailiffs
0.36,53560,25100,243,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic"
0.36,54520,237600,244,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
0.37,37600,21900,245,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
0.37,24660,369200,246,Cleaners of Vehicles and Equipment
0.37,27110,36100,247,Funeral Attendants
0.37,37160,17000,248,Helpers-Extraction Workers
0.37,71313,63800,249,Actors
0.37,56370,1500,250,Mine Shuttle Car Operators
0.38,74540,23400,251,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
0.38,63480,44800,252,Surveyors
0.38,57180,46100,253,Mechanical Engineering Technicians
0.38,24430,710800,254,"Packers and Packagers, Hand"
0.38,51260,68200,255,Interpreters and Translators
0.39,23600,911500,256,Home Health Aides
0.39,34640,41600,257,Upholsterers
0.39,76860,22100,258,Elevator Installers and Repairers
0.39,28120,19000,259,Gaming Cage Workers
0.39,50130,11300,260,Audio-Visual and Multimedia Collections Specialists
0.4,115460,28400,261,"Judges, Magistrate Judges, and Magistrates"
0.4,50810,127400,262,"Mobile Heavy Equipment Mechanics, Except Engines"
0.41,24280,42900,263,"Graders and Sorters, Agricultural Products"
0.41,40000,77000,264,Structural Metal Fabricators and Fitters
0.41,59840,14000,265,Judicial Law Clerks
0.41,56990,68300,266,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
0.42,38630,33200,267,Forest and Conservation Technicians
0.42,50160,184400,268,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
0.43,24390,18600,269,"Locker Room, Coatroom, and Dressing Room Attendants"
0.43,98460,23500,270,"Physical Scientists, All Other"
0.43,112860,21300,271,Economists
0.44,60990,3300,272,Historians
0.45,39880,15000,273,Medical Appliance Technicians
0.46,39160,135500,274,"Court, Municipal, and License Clerks"
0.47,66490,84200,275,"Compensation, Benefits, and Job Analysis Specialists"
0.47,28770,73600,276,Psychiatric Aides
0.47,41700,164200,277,Medical and Clinical Laboratory Technicians
0.48,61660,12300,278,Fire Inspectors and Investigators
0.48,71070,12100,279,Aerospace Engineering and Operations Technicians
0.48,30090,141400,280,Merchandise Displayers and Window Trimmers
0.48,54580,6300,281,"Explosives Workers, Ordnance Handling Experts, and Blasters"
0.48,85180,294900,282,Computer Programmers
0.49,29190,74300,283,Crossing Guards
0.49,77330,2700,284,Agricultural Engineers
0.49,58110,3700,285,"Roof Bolters, Mining"
0.49,54700,106100,286,Telecommunications Line Installers and Repairers
0.49,41070,98600,287,"Police, Fire, and Ambulance Dispatchers"
0.5,51260,2600,288,"Loading Machine Operators, Underground Mining"
0.5,56940,19600,289,Court Reporters
0.51,30570,94700,290,Demonstrators and Product Promoters
0.51,37890,332000,291,Dental Assistants
0.52,26040,11000,292,Shoe and Leather Workers and Repairers
0.52,54290,99600,293,Architectural and Civil Drafters
0.53,57140,16700,294,"Rotary Drill Operators, Oil and Gas"
0.53,45500,46200,295,Hazardous Materials Removal Workers
0.54,42260,3700,296,Embalmers
0.54,52650,12300,297,Continuous Mining Machine Operators
0.54,38300,12100,298,Slot Supervisors
0.54,44480,160300,299,Massage Therapists
0.54,63660,149900,300,Advertising Sales Agents
0.55,36140,19600,301,Automotive Glass Installers and Repairers
0.55,86260,40800,302,Commercial Pilots
0.55,35170,2784500,303,Customer Service Representatives
0.55,47450,83300,304,Audio and Video Equipment Technicians
0.56,27120,1308100,305,Teacher Assistants
0.57,48820,48700,306,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
0.57,49770,67300,307,Chemical Technicians
0.57,30640,55500,308,"Helpers-Pipelayers, Plumbers, Pipefitters, and Steamfitters"
0.57,66620,217900,309,Cost Estimators
0.57,67850,4900,310,Transit and Railroad Police
0.57,48790,178300,311,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
0.58,123100,271900,312,Personal Financial Advisors
0.59,53950,39500,313,Millwrights
0.59,44780,11800,314,Museum Technicians and Conservators
0.59,50670,6100,315,Mine Cutting and Channeling Machine Operators
0.59,97630,115500,316,"Transportation, Storage, and Distribution Managers"
0.59,38040,13800,317,Recreational Vehicle Service Technicians
0.59,41400,749900,318,Automotive Service Technicians and Mechanics
0.6,46750,450000,319,Correctional Officers and Jailers
0.6,63200,25100,320,"Camera Operators, Television, Video, and Motion Picture"
0.6,27040,82500,321,Slaughterers and Meat Packers
0.61,34200,12100,322,"Electronic Equipment Installers and Repairers, Motor Vehicles"
0.61,27890,52000,323,Physical Therapist Aides
0.61,50470,6600,324,Costume Attendants
0.61,70620,595400,325,Market Research Analysts and Marketing Specialists
0.61,38050,150100,326,Reservation and Transportation Ticket Agents and Travel Clerks
0.61,47930,119200,327,Water and Wastewater Treatment Plant and System Operators
0.61,49270,76100,328,"Life, Physical, and Social Science Technicians, All Other"
0.61,30330,37200,329,Food Cooking Machine Operators and Tenders
0.61,38380,49200,330,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
0.62,43340,3600,331,Motorboat Operators
0.62,53790,23700,332,Tapers
0.62,42860,44100,333,Pipelayers
0.63,106390,32000,334,"Geoscientists, Except Hydrologists and Geographers"
0.63,56180,46900,335,"Control and Valve Installers and Repairers, Except Mechanical Door"
0.63,34700,936900,336,First-Line Supervisors of Food Preparation and Serving Workers
0.63,61250,105100,337,Construction and Building Inspectors
0.64,29580,14700,338,"Cutters and Trimmers, Hand"
0.64,39360,1432600,339,"Maintenance and Repair Workers, General"
0.64,95240,15400,340,"Administrative Law Judges, Adjudicators, and Hearing Officers"
0.64,26670,2008600,341,Stock Clerks and Order Fillers
0.64,81500,11600,342,Power Distributors and Dispatchers
0.64,51100,28600,343,"Insulation Workers, Mechanical"
0.65,46820,34000,344,Social Science Research Assistants
0.65,43220,396200,345,Machinists
0.65,59870,138200,346,Librarians
0.65,39340,31700,347,Electronic Home Entertainment Equipment Installers and Repairers
0.65,48320,332900,348,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
0.65,50020,2900,349,Hoist and Winch Operators
0.66,35020,78900,350,Pest Control Workers
0.66,26930,426000,351,Helpers-Production Workers
0.66,48300,11800,352,Statistical Assistants
0.66,27030,2384600,353,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
0.66,40860,23400,354,Motorboat Mechanics and Service Technicians
0.67,38570,94600,355,"Paper Goods Machine Setters, Operators, and Tenders"
0.67,36030,12500,356,Foundry Mold and Coremakers
0.67,94840,10400,357,Atmospheric and Space Scientists
0.67,41780,179300,358,"Bus Drivers, Transit and Intercity"
0.67,22640,152100,359,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
0.67,51890,346900,360,Industrial Machinery Mechanics
0.68,50610,316700,361,Postal Service Mail Carriers
0.68,40480,50000,362,"Roustabouts, Oil and Gas"
0.68,62200,17200,363,Boilermakers
0.68,57480,64800,364,Mechanical Drafters
0.68,73440,207900,365,Dental Hygienists
0.69,34790,953500,366,Light Truck or Delivery Services Drivers
0.69,23830,1443200,367,Maids and Housekeeping Cleaners
0.69,46270,58100,368,"Painters, Transportation Equipment"
0.7,43550,143100,369,"Eligibility Interviewers, Government Programs"
0.7,27150,111700,370,Tire Repairers and Changers
0.7,30130,153700,371,Food Batchmakers
0.7,61390,17500,372,Avionics Technicians
0.71,61190,132000,373,Aircraft Mechanics and Service Technicians
0.71,52380,8900,374,Airfield Operations Specialists
0.71,67870,41800,375,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
0.71,37860,77600,376,"Opticians, Dispensing"
0.71,23210,220100,377,Laundry and Dry-Cleaning Workers
0.72,22000,300000,378,Amusement and Recreation Attendants
0.72,28420,36900,379,Pharmacy Aides
0.72,28890,10200,380,Helpers-Roofers
0.72,39590,10800,381,"Tank Car, Truck, and Ship Loaders"
0.72,40390,46600,382,Home Appliance Repairers
0.72,48340,1025600,383,Carpenters
0.72,42740,11400,384,Public Address System and Other Announcers
0.73,28380,22200,385,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
0.73,98930,281700,386,Administrative Services Managers
0.73,47260,50100,387,Glaziers
0.73,35340,14100,388,"Coil Winders, Tapers, and Finishers"
0.73,46710,278800,389,Bus and Truck Mechanics and Diesel Engine Specialists
0.74,39410,119500,390,"Computer, Automated Teller, and Office Machine Repairers"
0.74,22710,2016100,391,Personal Care Aides
0.74,45430,34000,392,Broadcast Technicians
0.74,30980,73200,393,Helpers-Electricians
0.75,71980,14200,394,Postmasters and Mail Superintendents
0.75,44770,58300,395,Tile and Marble Setters
0.75,41510,381500,396,"Painters, Construction and Maintenance"
0.75,31080,18500,397,"Transportation Attendants, Except Flight Attendants"
0.75,52120,74500,398,Civil Engineering Technicians
0.75,39310,42500,399,Farm Equipment Mechanics and Service Technicians
0.76,54570,6800,400,Archivists
0.76,50300,74100,401,Chemical Equipment Operators and Tenders
0.76,44720,17300,402,"Electric Motor, Power Tool, and Related Repairers"
0.76,42900,7500,403,Fallers
0.77,47930,34600,404,"Environmental Science and Protection Technicians, Including Health"
0.77,42180,28700,405,Locksmiths and Safe Repairers
0.77,37310,54500,406,Tree Trimmers and Pruners
0.77,25580,611200,407,Bartenders
0.77,67420,309400,408,"Purchasing Agents, Except Wholesale, Retail, and Farm Products"
0.77,21260,514300,409,Dishwashers
0.78,35960,54200,410,Medical Equipment Preparers
0.78,34210,192700,411,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
0.78,43880,51500,412,Computer Operators
0.78,67980,17300,413,Gas Plant Operators
0.79,49710,106700,414,"Postal Service Mail Sorters, Processors, and Processing Machine Operators"
0.79,43590,1871700,415,Heavy and Tractor-Trailer Truck Drivers
0.79,20960,21200,416,Shampooers
0.79,47400,119500,417,Drywall and Ceiling Tile Installers
0.79,29370,120200,418,"Helpers-Installation, Maintenance, and Repair Workers"
0.79,37040,18300,419,Motorcycle Mechanics
0.79,52530,41800,420,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
0.79,38880,39100,421,Logging Equipment Operators
0.79,42370,16300,422,"Floor Layers, Except Carpet, Wood, and HardTiles"
0.8,29900,56400,423,Barbers
0.8,51140,11100,424,"Derrick Operators, Oil and Gas"
0.81,20570,517600,425,"Cooks, Fast Food"
0.81,39970,74900,426,Word Processors and Typists
0.81,63390,27400,427,Electrical and Electronics Drafters
0.81,57860,13800,428,Electro-Mechanical Technicians
0.81,30590,17200,429,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
0.81,70290,317300,430,"Property, Real Estate, and Community Association Managers"
0.81,35060,574200,431,Medical Secretaries
0.81,22270,45000,432,"Pressers, Textile, Garment, and Related Materials"
0.82,43090,38000,433,Engine and Other Machine Assemblers
0.82,45660,72300,434,Security and Fire Alarm Systems Installers
0.82,47000,1600,435,"Refractory Materials Repairers, Except Brickmasons"
0.82,24420,241500,436,Nonfarm Animal Caretakers
0.82,51080,138900,437,Sheet Metal Workers
0.82,61740,3700,438,Pile-Driver Operators
0.82,53440,91100,439,Brickmasons and Blockmasons
0.83,30740,NA,440,Fishers and Related Fishing Workers
0.83,56040,70200,441,Structural Iron and Steel Workers
0.83,55320,19300,442,"Railroad Brake, Signal, and Switch Operators"
0.83,58220,41800,443,Railroad Conductors and Yardmasters
0.83,26370,424800,444,"Cooks, Institution and Cafeteria"
0.83,46170,33800,445,Sailors and Marine Oilers
0.83,37630,131000,446,"Mixing and Blending Machine Setters, Operators, and Tenders"
0.83,33610,24100,447,"Helpers-Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
0.83,34160,2100,448,Segmental Pavers
0.83,39490,30900,449,"Insulation Workers, Floor, Ceiling, and Wall"
0.83,37460,178700,450,Printing Press Operators
0.83,24280,110000,451,Automotive and Watercraft Service Attendants
0.83,38870,28500,452,Septic Tank Servicers and Sewer Pipe Cleaners
0.83,24910,45100,453,Baggage Porters and Bellhops
0.83,25940,23400,454,Gaming Change Persons and Booth Cashiers
0.83,41900,29000,455,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
0.83,43800,51900,456,"Paving, Surfacing, and Tamping Equipment Operators"
0.84,51610,72500,457,Tool and Die Makers
0.84,62950,137000,458,Electrical and Electronics Engineering Technicians
0.84,44070,27700,459,Plasterers and Stucco Masons
0.84,47720,9200,460,"Layout Workers, Metal and Plastic"
0.84,39630,33700,461,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
0.84,29730,1123300,462,Security Guards
0.84,30670,44300,463,"Tailors, Dressmakers, and Custom Sewers"
0.84,50730,11500,464,Wellhead Pumpers
0.84,39640,14200,465,Proofreaders and Copy Markers
0.84,39650,9400,466,Parking Enforcement Workers
0.85,28720,2628400,467,"Laborers and Freight, Stock, and Material Movers, Hand"
0.85,68410,1469900,468,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
0.85,41890,34800,469,"Meter Readers, Utilities"
0.85,73800,36100,470,Power Plant Operators
0.85,59430,33200,471,Chemical Plant and System Operators
0.85,51240,19600,472,"Earth Drillers, Except Oil and Gas"
0.85,77820,6900,473,Nuclear Technicians
0.86,57910,685300,474,Executive Secretaries and Executive Administrative Assistants
0.86,55340,12100,475,"Plant and System Operators, All Other"
0.86,23490,263800,476,"Food Servers, Nonrestaurant"
0.86,29960,54800,477,"Sawing Machine Setters, Operators, and Tenders, Wood"
0.86,62380,12800,478,Subway and Streetcar Operators
0.86,26810,83800,479,Veterinary Assistants and Laboratory Animal Caretakers
0.86,34000,63600,480,"Cutting and Slicing Machine Setters, Operators, and Tenders"
0.86,59360,348800,481,Real Estate Sales Agents
0.86,39590,145700,482,"Computer-Controlled Machine Tool Operators, Metal and Plastic"
0.86,46000,89700,483,"Maintenance Workers, Machinery"
0.86,37660,7200,484,Correspondence Clerks
0.87,31200,14300,485,Forest and Conservation Workers
0.87,37300,8400,486,"Pourers and Casters, Metal"
0.87,44310,40400,487,Carpet Installers
0.87,36470,5700,488,Paperhangers
0.87,63910,13700,489,"Buyers and Purchasing Agents, Farm Products"
0.87,32330,22400,490,Furniture Finishers
0.87,22920,871100,491,Food Preparation Workers
0.87,38890,7300,492,Floor Sanders and Finishers
0.87,23250,151600,493,Parking Lot Attendants
0.87,39540,149900,494,Highway Maintenance Workers
0.88,37890,1216700,495,Construction Laborers
0.88,49050,329400,496,"Production, Planning, and Expediting Clerks"
0.88,37890,25500,497,Semiconductor Processors
0.88,66160,12600,498,Cartographers and Photogrammetrists
0.88,41840,17700,499,Metal-Refining Furnace Operators and Tenders
0.88,41450,47200,500,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
0.88,35420,20200,501,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
0.88,45990,3600,502,Terrazzo Workers and Finishers
0.88,38860,9500,503,"Tool Grinders, Filers, and Sharpeners"
0.88,53590,22300,504,Rail Car Repairers
0.89,27110,191000,505,Bakers
0.89,37150,57400,506,Medical Transcriptionists
0.89,43650,18900,507,Stonemasons
0.89,31110,507900,508,"Bus Drivers, School or Special Client"
0.89,73160,52400,509,Technical Writers
0.89,49030,20900,510,Riggers
0.89,52810,14000,511,Rail-Track Laying and Maintenance Equipment Operators
0.89,61410,35700,512,Stationary Engineers and Boiler Operators
0.89,25830,153900,513,Sewing Machine Operators
0.89,26790,305100,514,Taxi Drivers and Chauffeurs
0.9,40100,141500,515,"Human Resources Assistants, Except Payroll and Timekeeping"
0.9,62440,171400,516,Medical and Clinical Laboratory Technologists
0.9,53600,20100,517,Reinforcing Iron and Rebar Workers
0.9,42080,146200,518,Roofers
0.9,55280,46000,519,Crane and Tower Operators
0.9,48650,6600,520,Traffic Technicians
